filename,x,y,slice_numbers
f0774dfa-9313-49f2-9650-5c12ae3a3cbb,375.5097451274363,227.58845577211395,"53,54"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,437.19353833389886,181.14261305424492,"69,68,67,66,65"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,424.3726898710451,238.77031788873893,"62,61,60,59"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,340.9570621437861,275.8242327753863,"15,14,13,12,11,10"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,341.32858057763445,277.224868384816,"10,11,12,13,14"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,378.76867816091954,193.51724137931035,"44,45"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,424.5627004277004,239.62972085722083,"59,60,61,62"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,438.80220134469016,182.60718860985287,"65,66,67,68"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,140.91666666666669,283.30324074074076,"32,33"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,140.80555555555557,282.71587301587306,"31,32,33"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,340.6832038849481,275.7798678694028,"10,11,12,13,14,15"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,378.47498006379584,193.65746278575224,"44,45,46"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,424.5030452541025,239.14363685183466,"59,60,61,62"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,437.25445425772807,182.09591320705303,"65,66,67,68,69"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,429.94,341.91499999999996,"50,51"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,438.99201693469786,182.23237912489557,"64,65,66,67,68,69"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,424.8079048582996,239.28152327935223,"59,60,61,62"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,378.6600120992136,194.01996370235932,"44,45,46"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,140.7186507936508,283.06309523809523,"32,33"
75f9c012-f2b0-4d75-bba4-1290d4f90cf6,341.11646833164957,274.13740225862523,"9,10,11,12,13,14,15,16"
3d103608-f691-4fa0-8490-5693e2cb54c7,157.92256658050943,204.37497216061254,"43,44,45,46,47,48,49,50"
3d103608-f691-4fa0-8490-5693e2cb54c7,101.98713450292398,283.0669590643275,"93,94,95"
3d103608-f691-4fa0-8490-5693e2cb54c7,178.20175063499423,346.26903938709137,"102,103,104,105,106,107"
3d103608-f691-4fa0-8490-5693e2cb54c7,410.8028904307099,222.71386495921269,"51,52,53,54,55,56,57"
3d103608-f691-4fa0-8490-5693e2cb54c7,412.18980186480184,216.64632867132863,"110,111,112,113,114"
3d103608-f691-4fa0-8490-5693e2cb54c7,324.29439582156976,341.6599378881987,"141,142,143,144"
3d103608-f691-4fa0-8490-5693e2cb54c7,158.2771067691121,204.22295109303516,"43,44,45,46,47,48,49,50"
3d103608-f691-4fa0-8490-5693e2cb54c7,178.1524711319868,346.10349907445493,"102,103,104,105,106,107"
3d103608-f691-4fa0-8490-5693e2cb54c7,324.35107742181543,341.905444317315,"141,142,143,144"
3d103608-f691-4fa0-8490-5693e2cb54c7,412.1859995399126,216.58392914653786,"110,111,112,113,114"
3d103608-f691-4fa0-8490-5693e2cb54c7,410.5239805032431,222.56156902009437,"51,52,53,54,55,56,57"
3d103608-f691-4fa0-8490-5693e2cb54c7,323.9062033288349,341.7838416554206,"144,143,142,141,140"
3d103608-f691-4fa0-8490-5693e2cb54c7,411.5095503911293,216.5043100174679,"114,113,112,111,110,109"
3d103608-f691-4fa0-8490-5693e2cb54c7,177.60299051735834,345.81276998863206,"107,106,105,104,103,102"
3d103608-f691-4fa0-8490-5693e2cb54c7,410.6515540187477,221.3801349450445,"58,57,56,55,54,53,52,51"
3d103608-f691-4fa0-8490-5693e2cb54c7,157.3568387061926,203.45232273447778,"50,49,48,47,46,45,44,43"
f1446c51-01ad-465f-8123-974731bc8c33,125.30257531403495,330.3469761765724,"49,50,51,52,53,54,55"
f1446c51-01ad-465f-8123-974731bc8c33,153.61295562513715,285.5821139586366,"79,80,81,82,83"
f1446c51-01ad-465f-8123-974731bc8c33,154.2382783882784,286.4197802197802,"79,80,81,82,83"
f1446c51-01ad-465f-8123-974731bc8c33,183.36111111111111,175.8425925925926,"97,98"
f1446c51-01ad-465f-8123-974731bc8c33,296.20247059957586,338.4765673799884,"42,43,44,45,46,47"
f1446c51-01ad-465f-8123-974731bc8c33,154.45172207059463,287.2363470316902,"78,79,80,81,82,83"
d8691fb3-5fcb-423f-b980-d70c1879c86a,126.69,397.21916666666664,"56,55"
d8691fb3-5fcb-423f-b980-d70c1879c86a,311.88850308641975,406.9577160493827,"54,53,52"
d8691fb3-5fcb-423f-b980-d70c1879c86a,126.76515151515152,397.76731601731603,"55,56"
d8691fb3-5fcb-423f-b980-d70c1879c86a,312.5925925925926,407.3333333333333,53
d8691fb3-5fcb-423f-b980-d70c1879c86a,313.0464285714286,406.50119047619046,"52,53"
d8691fb3-5fcb-423f-b980-d70c1879c86a,126.63157894736842,397.7631578947369,"55,56"
1ce8a5bb-18a3-4606-8e8e-f9e15dbe09e0,150.21892109500806,301.1850241545893,"164,163,162,161,160"
1ce8a5bb-18a3-4606-8e8e-f9e15dbe09e0,206.59790135743927,206.69357296136567,"109,108,107,106,105,104"
1ce8a5bb-18a3-4606-8e8e-f9e15dbe09e0,207.41613768616946,207.19120394376748,"104,105,106,107,108,109"
1ce8a5bb-18a3-4606-8e8e-f9e15dbe09e0,207.3545391414141,207.0154934210526,"104,105,106,107,108,109"
1ce8a5bb-18a3-4606-8e8e-f9e15dbe09e0,145.1736185383244,267.1588235294118,"157,158,159"
7b54923e-4796-47aa-b876-d1e9d74eac15,140.4606386445096,312.6915235302332,"74,73,72,71,70,69"
7b54923e-4796-47aa-b876-d1e9d74eac15,140.4996467237585,313.6116428831774,"68,69,70,71,72,73,74"
7b54923e-4796-47aa-b876-d1e9d74eac15,140.7085933499744,313.31981566820275,"68,69,70,71,72,73,74,75"
7b54923e-4796-47aa-b876-d1e9d74eac15,181.88690996503496,347.71298076923074,"81,82,83,84"
7b54923e-4796-47aa-b876-d1e9d74eac15,140.8237161531279,312.55201622315593,"69,70,71,72,73,74"
1099cf0a-88d0-4c7c-8260-12a499407508,148.71951127819548,279.023074352548,"130,131,132,133,134"
1099cf0a-88d0-4c7c-8260-12a499407508,146.21919903408576,278.91355487178987,"127,128,129,130,131,132,133,134"
fbf9b0aa-bb79-4f54-8258-8597d40be5d6,178.63529631594392,241.169461836071,"32,31,30,29,28,27"
fbf9b0aa-bb79-4f54-8258-8597d40be5d6,179.29888443185095,241.78085890442773,"26,27,28,29,30,31,32"
8c6d2a58-c853-49fb-9aa4-fbc3e03123aa,185.0752597860059,242.214055093085,"26,25,24,23,22,21,20,19"
8c6d2a58-c853-49fb-9aa4-fbc3e03123aa,188.09330384679103,242.2019255736021,"19,20,21,22,23,23,23,24,24,24,24,25,25,25,26,26,26,27"
8c6d2a58-c853-49fb-9aa4-fbc3e03123aa,186.347904092738,242.00988651419192,"19,20,21,22,23,24,25,26"
05a81ac8-cfde-4449-9977-6a8752885d05,358.51520061728394,362.0898148148148,"109,108,107"
05a81ac8-cfde-4449-9977-6a8752885d05,335.9605672105672,366.8054168054168,"88,87,86"
05a81ac8-cfde-4449-9977-6a8752885d05,333.3591700831276,325.4915676962609,"84,83,82"
05a81ac8-cfde-4449-9977-6a8752885d05,117.90202716823406,226.21780564263324,"78,77,76"
05a81ac8-cfde-4449-9977-6a8752885d05,84.65392568266132,327.31739950130753,"72,71,70"
05a81ac8-cfde-4449-9977-6a8752885d05,301.7904895684901,202.95618241906945,"53,52,51,50,49,48,47"
05a81ac8-cfde-4449-9977-6a8752885d05,280.1677199955217,192.2653185176892,"48,47,46,45"
05a81ac8-cfde-4449-9977-6a8752885d05,303.1287734396311,203.63541342185616,"47,48,49,50,51,52"
05a81ac8-cfde-4449-9977-6a8752885d05,280.31949641949643,193.103927003927,"45,46,47"
05a81ac8-cfde-4449-9977-6a8752885d05,359.05298913043475,361.90285326086956,"107,108"
05a81ac8-cfde-4449-9977-6a8752885d05,118.56047347714015,225.927384344051,"76,77,78"
05a81ac8-cfde-4449-9977-6a8752885d05,160.34944706532366,361.14604296825195,"47,48,49,50,51"
05a81ac8-cfde-4449-9977-6a8752885d05,337.3553486997636,366.83850472813236,"86,87,88"
05a81ac8-cfde-4449-9977-6a8752885d05,118.33821878919919,226.11269558328385,"76,77,78"
05a81ac8-cfde-4449-9977-6a8752885d05,160.08526936026936,360.6886363636364,"47,48,49,50,51"
05a81ac8-cfde-4449-9977-6a8752885d05,111.24817723799674,365.8530571496891,"62,63,64,65,66"
05a81ac8-cfde-4449-9977-6a8752885d05,171.85559845559845,269.8409266409266,"92,93"
05a81ac8-cfde-4449-9977-6a8752885d05,280.00514543935594,192.4342105263158,"45,46,47"
05a81ac8-cfde-4449-9977-6a8752885d05,302.58216952197097,202.68172424377175,"47,48,49,50,51,52,53"
05a81ac8-cfde-4449-9977-6a8752885d05,392.544430468204,360.07449336128576,"61,62,63"
05a81ac8-cfde-4449-9977-6a8752885d05,337.32390180878554,366.072157622739,"86,87,88"
05a81ac8-cfde-4449-9977-6a8752885d05,358.91845808512477,361.6724510057843,"107,108,109"
05a81ac8-cfde-4449-9977-6a8752885d05,332.82429660186233,326.4318312144698,"81,82,83,84,85"
05a81ac8-cfde-4449-9977-6a8752885d05,209.10780423280423,231.08333333333334,"61,62,63"
05a81ac8-cfde-4449-9977-6a8752885d05,302.400689164152,202.8126199669457,"47,48,49,50,51,52,53"
05a81ac8-cfde-4449-9977-6a8752885d05,280.65808284852403,192.24488795518207,"45,46,47,48"
7684ea02-f787-4e11-a7da-e24073a3885d,58.272880311993056,294.29410596567186,"234,233,232,231,230,229"
7684ea02-f787-4e11-a7da-e24073a3885d,58.521641261963836,294.65753440108284,"229,230,231,232,233"
6bb40b16-0237-47e4-acfc-1b401f3b3b23,187.22467190943698,332.49377128831895,"68,67,66,65"
6bb40b16-0237-47e4-acfc-1b401f3b3b23,218.64717158990783,302.3490547824377,"45,45,44,44,43,42,41,41,40"
6bb40b16-0237-47e4-acfc-1b401f3b3b23,132.3003323836657,281.7397910731244,"28,27,26"
6bb40b16-0237-47e4-acfc-1b401f3b3b23,133.00229885057473,282.06954022988504,"27,28"
6bb40b16-0237-47e4-acfc-1b401f3b3b23,219.43717252533042,299.6375650665124,"40,41,42,43,44,45"
6bb40b16-0237-47e4-acfc-1b401f3b3b23,187.26626000738526,332.8300350405795,"65,66,66,67,67"
6bb40b16-0237-47e4-acfc-1b401f3b3b23,133.34829059829062,282.0518162393162,"26,27,28"
6bb40b16-0237-47e4-acfc-1b401f3b3b23,187.8522173408488,332.9998922413793,"65,66,67,68"
84eb0772-305e-40e7-bd99-81396e6dad57,194.31196090296967,253.5203221283265,"35,36,37,38,39,40"
84eb0772-305e-40e7-bd99-81396e6dad57,184.2743485586704,320.1030215079627,"87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106"
84eb0772-305e-40e7-bd99-81396e6dad57,183.99208477680477,319.02447951188395,"106,105,104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88"
84eb0772-305e-40e7-bd99-81396e6dad57,194.43626794258373,253.32319510898458,"40,39,38,37,36,35"
84eb0772-305e-40e7-bd99-81396e6dad57,194.84647614971144,252.76603749919926,"35,36,37,38,39,40,41"
84eb0772-305e-40e7-bd99-81396e6dad57,347.8780470784805,312.05367536488274,"76,77,77,78,79,80,81"
84eb0772-305e-40e7-bd99-81396e6dad57,311.8672969187675,362.4457282913165,"170,171,172"
84eb0772-305e-40e7-bd99-81396e6dad57,193.9688027001423,253.36226338210219,"34,35,36,37,38,39,40"
84eb0772-305e-40e7-bd99-81396e6dad57,183.66256281770356,319.88358905086693,"86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106"
74097ba9-34f3-4895-b27b-442d61000712,107.76113390051138,330.8826580272847,"168,169,170,171,172,173,174,175,176,177,178,179,180"
74097ba9-34f3-4895-b27b-442d61000712,107.69841797370019,332.3804588290341,"167,168,169,170,171,172,173,174,175,176,177,178,179,180"
74097ba9-34f3-4895-b27b-442d61000712,106.76367934318972,332.1984234604061,"167,168,169,170,171,172,173,174,175,176,177,178,179,180,181"
244972ef-bf46-4b85-beda-774c009153dc,163.2538063184437,191.21637135244103,"56,55,54,53,52"
244972ef-bf46-4b85-beda-774c009153dc,337.9166156467525,242.9173272234046,"41,40,39,38,37,36"
244972ef-bf46-4b85-beda-774c009153dc,338.60598919054803,243.94544997486173,"37,38,39,40"
244972ef-bf46-4b85-beda-774c009153dc,164.02116402817302,191.94816709109062,"52,53,54,55,56"
244972ef-bf46-4b85-beda-774c009153dc,338.1956499800048,243.29181709004288,"36,37,38,39,40,41"
244972ef-bf46-4b85-beda-774c009153dc,163.89428065640104,191.72060893866166,"52,53,54,55,56"
f0628950-207b-4b23-a4e0-4f76583dc0ab,428.4030934343434,286.6550925925926,"143,144,145,146,147,148"
402b7b19-ae07-41d9-97bf-577bb49ce722,179.6041239462292,288.2741102756892,"24,23,22,21,20"
8d69701f-bcf0-4b72-9b39-410f2cb2da9b,344.0394362817474,350.20238170344953,"91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71"
8d69701f-bcf0-4b72-9b39-410f2cb2da9b,344.48439228838885,350.08596768620464,"71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92"
8d69701f-bcf0-4b72-9b39-410f2cb2da9b,344.4162700406028,349.7008565772273,"71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,90,91,92"
8d69701f-bcf0-4b72-9b39-410f2cb2da9b,344.3412093691764,351.0115715115415,"69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92"
b163fc58-426d-4322-b6b4-2db104861a9e,155.09427552552552,355.3186561561561,"45,44,43"
b163fc58-426d-4322-b6b4-2db104861a9e,347.12424865148074,314.8532276172032,"23,22,21,20,19,18,17,16"
b163fc58-426d-4322-b6b4-2db104861a9e,347.00277024431034,316.09394814518373,"17,18,19,20,21,22,23"
b163fc58-426d-4322-b6b4-2db104861a9e,186.01636566332218,355.9746265328874,"19,20,21"
b163fc58-426d-4322-b6b4-2db104861a9e,155.40349062702003,356.4868993751347,"43,44,45"
b163fc58-426d-4322-b6b4-2db104861a9e,347.15014306537944,315.9118627312708,"16,17,18,19,20,21,22,23"
b163fc58-426d-4322-b6b4-2db104861a9e,186.15863247863248,356.2931623931624,"19,20,21"
b163fc58-426d-4322-b6b4-2db104861a9e,155.63174603174602,356.2190476190476,"43,44,45"
b163fc58-426d-4322-b6b4-2db104861a9e,347.3538609916064,315.7306140926214,"16,17,18,19,20,21,22,23,24"
c4225fa5-5137-41d5-be76-62a5bbd283ed,299.47387626675385,319.37068486433475,"69,68,67,66"
c4225fa5-5137-41d5-be76-62a5bbd283ed,299.96881271665757,320.07088122605364,"66,67,68,69"
c4225fa5-5137-41d5-be76-62a5bbd283ed,299.9490126731506,320.03947772374494,"66,67,68,69"
2db09ab0-e5b5-4f61-a4a5-426a53b74f3b,356.59078420517454,275.76662665054477,"43,42,41,40,39,38"
2db09ab0-e5b5-4f61-a4a5-426a53b74f3b,356.6884146036141,275.93156296169815,"38,39,40,41,42"
2db09ab0-e5b5-4f61-a4a5-426a53b74f3b,355.80712626373,274.4578186002714,"38,39,40,40,41,42"
ac249c6d-cb73-4970-a5bf-cb0d052126e7,344.95894260943965,382.70566768261926,"85,84,83,82,81,80,79,78,77,76,75"
ac249c6d-cb73-4970-a5bf-cb0d052126e7,137.34289831918016,313.2122829511885,"84,83,82,81,80"
ac249c6d-cb73-4970-a5bf-cb0d052126e7,104.43147296544036,222.70329919175026,"75,74,73,72"
ac249c6d-cb73-4970-a5bf-cb0d052126e7,345.28603011346075,384.39270838492286,"76,77,78,79,80,81,82,83,84,85"
ac249c6d-cb73-4970-a5bf-cb0d052126e7,105.1392521994135,223.33806614532418,"72,73,74,75,76"
ac249c6d-cb73-4970-a5bf-cb0d052126e7,345.3485885499464,383.15772355300254,"75,76,77,78,79,80,81,82,83,84,85"
ac249c6d-cb73-4970-a5bf-cb0d052126e7,105.03325319693094,223.4632031688603,"72,73,74,75,76"
ac249c6d-cb73-4970-a5bf-cb0d052126e7,345.77106215703094,385.4490862590473,"75,76,77,78,79,80,81,82,83,84,85,86"
d8137ba8-37ed-4b52-add6-bdeba45e5b2d,370.12158808933003,355.79569892473114,"50,49"
d8137ba8-37ed-4b52-add6-bdeba45e5b2d,370.98614718614715,357.0670995670996,"49,50"
d8137ba8-37ed-4b52-add6-bdeba45e5b2d,391.5,333.38461538461536,65
d8137ba8-37ed-4b52-add6-bdeba45e5b2d,371.78276886512185,356.49661319073084,"48,49,50"
d8137ba8-37ed-4b52-add6-bdeba45e5b2d,391.5,333.3076923076923,65
7e9ba71c-27d1-4158-8abb-0ec144261a32,438.4742327365729,281.03992611537365,"52,51,50,49"
7e9ba71c-27d1-4158-8abb-0ec144261a32,378.9021134593993,227.29143492769745,"47,46"
7e9ba71c-27d1-4158-8abb-0ec144261a32,364.42684531578925,309.832704448711,"20,19,18,17,16,15"
7e9ba71c-27d1-4158-8abb-0ec144261a32,363.86644423067287,308.3101597062609,"16,17,18,19,20,20"
7e9ba71c-27d1-4158-8abb-0ec144261a32,439.07206683427614,281.12515451498007,"49,50,51,52"
7e9ba71c-27d1-4158-8abb-0ec144261a32,379.3269230769231,227.59846153846155,"46,47"
7e9ba71c-27d1-4158-8abb-0ec144261a32,91.00394736842105,295.17105263157896,"66,67"
7e9ba71c-27d1-4158-8abb-0ec144261a32,365.1225265024709,310.80544469684895,"15,16,17,18,19,20"
7e9ba71c-27d1-4158-8abb-0ec144261a32,439.6177337155598,281.6831700907788,"49,50,51,52"
7e9ba71c-27d1-4158-8abb-0ec144261a32,364.2479280622309,310.3418954795515,"14,15,16,17,18,19,20"
ccff0599-1767-4e52-92c2-66853e35daee,200.6246690896038,304.7722503188919,"63,62,61,60"
ccff0599-1767-4e52-92c2-66853e35daee,203.62070275403607,304.19379324379327,"60,61,62,63,64,65"
ccff0599-1767-4e52-92c2-66853e35daee,203.15590555866126,304.92703629623,"57,58,59,60,61,62,63,64,65,66"
5c34c01a-96b4-462a-95b1-6b919c9147fd,357.1112914862915,281.7057942057942,"57,56,55,54"
5c34c01a-96b4-462a-95b1-6b919c9147fd,321.1263736263736,334.64835164835165,"21,22"
5c34c01a-96b4-462a-95b1-6b919c9147fd,296.96859354413704,237.31734189723318,"23,24,25,26"
5c34c01a-96b4-462a-95b1-6b919c9147fd,357.7041975308642,282.19506172839505,"55,56,57"
5c34c01a-96b4-462a-95b1-6b919c9147fd,291.6954887218045,365.43233082706763,"50,51"
5c34c01a-96b4-462a-95b1-6b919c9147fd,329.3333333333333,262.57226399331665,"41,42,43"
5c34c01a-96b4-462a-95b1-6b919c9147fd,112.45959595959596,203.69949494949498,"50,51"
5c34c01a-96b4-462a-95b1-6b919c9147fd,357.68490864245297,282.1232074285438,"54,55,56,57,58"
5c34c01a-96b4-462a-95b1-6b919c9147fd,290.99190283400804,365.2354925775978,"49,50,51"
5c34c01a-96b4-462a-95b1-6b919c9147fd,322.1826923076923,334.734375,"21,22"
5c34c01a-96b4-462a-95b1-6b919c9147fd,296.9431216931217,237.34708994708996,"23,24,25,26"
5c34c01a-96b4-462a-95b1-6b919c9147fd,329.0324074074074,262.8449074074074,"41,42"
1d78bfcf-57bc-45e2-9468-fdaf4e397ab3,407.0401531206966,287.97554392761265,"61,60,59,58,57"
1d78bfcf-57bc-45e2-9468-fdaf4e397ab3,377.12655122655116,361.5984126984127,"35,34,33"
1d78bfcf-57bc-45e2-9468-fdaf4e397ab3,376.8604497354497,362.4755291005291,"33,34"
1d78bfcf-57bc-45e2-9468-fdaf4e397ab3,407.01869912731735,288.24828578220746,"57,58,59,60,61,62"
1d78bfcf-57bc-45e2-9468-fdaf4e397ab3,407.62322098344043,288.53036508842246,"57,58,59,60,61,62"
1d78bfcf-57bc-45e2-9468-fdaf4e397ab3,407.6669430318043,288.21119984551245,"56,57,58,59,60,61,62"
1d78bfcf-57bc-45e2-9468-fdaf4e397ab3,376.9900171179583,361.8737881263617,"31,32,33,34,35"
e0bc568a-df62-453c-b10d-349d5e5a8313,366.94312572234816,349.25260172297504,"68,67,66,65,64,63,62"
e0bc568a-df62-453c-b10d-349d5e5a8313,307.8442608861726,197.80588235294118,"59,58,57,56"
e0bc568a-df62-453c-b10d-349d5e5a8313,221.037447786132,219.04374686716793,"58,57,56,55,54"
e0bc568a-df62-453c-b10d-349d5e5a8313,367.127101137938,350.440850847468,"62,63,64,65,66,67,68"
e0bc568a-df62-453c-b10d-349d5e5a8313,221.77881426079026,219.69004221506597,"54,55,56,57,58"
e0bc568a-df62-453c-b10d-349d5e5a8313,307.9870071684588,198.0806451612903,"57,58"
e0bc568a-df62-453c-b10d-349d5e5a8313,221.89421797127844,219.95032548638375,"54,55,56,57,58"
e0bc568a-df62-453c-b10d-349d5e5a8313,308.2364033037245,197.83706731143837,"56,57,58,59"
e0bc568a-df62-453c-b10d-349d5e5a8313,367.35896040573914,350.3131707620328,"62,63,64,65,66,67,68"
e0bc568a-df62-453c-b10d-349d5e5a8313,365.31183798077967,349.2456662541275,"61,62,63,64,65,66,67,68,69,70"
9b7d6610-c56a-4471-9cac-2e52c0fa33f0,221.3820057365494,288.94052294119035,"63,62,61,60,59,58,57,56,55,54"
9b7d6610-c56a-4471-9cac-2e52c0fa33f0,221.70992601574545,290.4518591946364,"54,55,56,57,58,59,60,61,62,63"
9b7d6610-c56a-4471-9cac-2e52c0fa33f0,221.91914780166698,290.223427903204,"54,55,56,57,58,59,60,61,62,63"
9b7d6610-c56a-4471-9cac-2e52c0fa33f0,382.0346249610955,279.5193744164332,"21,22,23,24"
9702e43c-93fd-4ddb-8594-d29cb54a627b,316.9256326204263,235.4959550507073,"24,23,22,21,20,20,19,18,17,16,16,15"
9702e43c-93fd-4ddb-8594-d29cb54a627b,317.25757332167115,234.57292299619556,"15,16,17,18,19,20,21,22,23"
9702e43c-93fd-4ddb-8594-d29cb54a627b,318.042070771246,235.92925216329925,"14,15,16,17,18,19,20,21,22,23,24,25"
9702e43c-93fd-4ddb-8594-d29cb54a627b,316.0742591422579,234.97311724429048,"14,15,16,17,18,19,20,21,22,23,24"
2a334cc1-0271-4a36-b2a6-8a9e87f366ae,316.79780089784765,282.3988326552118,"86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104"
f38dfd30-774d-456b-9f65-929d50043332,119.11300309597523,283.6362229102167,"32,33"
f38dfd30-774d-456b-9f65-929d50043332,118.77350762527233,284.1204357298475,"34,33,32"
ff0cebf7-fadb-42f8-87cf-0a52ce4f35f8,295.0138888888889,376.46875,"147,148"
ff0cebf7-fadb-42f8-87cf-0a52ce4f35f8,295.06944444444446,376.44444444444446,"147,148"
288d8936-e611-4a7e-97bd-08dd042e70db,428.0783868887716,279.99520011171774,"112,113,114,115,116,117,118,119"
288d8936-e611-4a7e-97bd-08dd042e70db,420.10560735560733,304.65177415177413,"129,130,131,132"
288d8936-e611-4a7e-97bd-08dd042e70db,255.82985318940692,223.45155227733727,"138,139,140,141,142"
288d8936-e611-4a7e-97bd-08dd042e70db,256.6733082706767,223.75105263157897,"138,139,140,141"
288d8936-e611-4a7e-97bd-08dd042e70db,428.19878278868725,280.4229026415512,"111,112,113,114,115,116,117,118,119"
288d8936-e611-4a7e-97bd-08dd042e70db,255.91660052910052,224.08000661375664,"138,139,140,141,142"
288d8936-e611-4a7e-97bd-08dd042e70db,420.3578335832084,305.17632076818734,"129,130,131,132"
288d8936-e611-4a7e-97bd-08dd042e70db,427.8809908085601,280.2303425267421,"111,112,113,114,115,116,117,118,119"
3847f3fe-2f25-4456-891c-b687711d4a05,177.81015154207878,267.07160393178117,"39,40,41,42,42,43,43,44,44,45,45,46,46,47,47,48,48,49,50,51,52,53,54,55,56,57,58"
3847f3fe-2f25-4456-891c-b687711d4a05,178.91247822938465,265.96091112659036,"37,38,39,40,41,42,43,44,45,46,47,47,48,48,49,50,51,52,53,54,55,56,57"
3847f3fe-2f25-4456-891c-b687711d4a05,178.30027814091852,267.50082950573864,"59,58,57,56,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38"
79080985-32a7-454e-a5ce-bbb9d753985b,382.3935680332739,321.958853238265,"32,31,30"
79080985-32a7-454e-a5ce-bbb9d753985b,383.189622802526,322.34690220174093,"30,31,32"
79080985-32a7-454e-a5ce-bbb9d753985b,281.2612303265603,335.8712137144017,"25,26,27,28,29,30"
b77af1ee-15ed-41d4-b812-bc10bd5ee82f,149.63908788843213,221.85222467878208,"66,67,68,69,70"
b77af1ee-15ed-41d4-b812-bc10bd5ee82f,149.83834575011045,222.0033837622073,"66,67,68,69"
b77af1ee-15ed-41d4-b812-bc10bd5ee82f,149.66415343536246,221.41782739118804,"66,67,68,69,70"
